STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,CLUSTER,CLUSTER NAME
BIHAR,GAYA,2004,163,178,15,19,0,19,70,30,40,104,7,168,127,461,161,300,391,18,27,2,36,540,36,42,0,58,0,108,966,3536,1,Moderate Areas
ASSAM,NAGAON,2003,75,51,5,105,0,105,169,159,10,54,5,50,256,440,22,418,287,58,59,5,53,490,7,107,4,181,0,252,826,3539,1,Moderate Areas
MADHYA PRADESH,CHHINDWARA,2003,45,34,5,82,0,82,14,12,2,1,1,9,164,181,53,128,26,2,27,0,20,1071,12,187,27,78,0,102,1451,3539,1,Moderate Areas
MAHARASHTRA,CHANDRAPUR,2004,59,19,5,31,0,31,18,17,1,11,3,24,326,673,75,598,126,18,59,3,39,625,3,93,27,94,0,205,1078,3539,1,Moderate Areas
ASSAM,NAGAON,2007,92,49,5,114,0,114,208,203,5,51,1,58,236,394,89,305,229,53,74,5,48,578,11,5,9,225,0,299,796,3540,1,Moderate Areas
GUJARAT,PANCHMAHAL,2011,49,17,1,10,0,10,60,57,3,15,3,15,107,184,90,94,38,41,21,7,18,279,0,33,0,249,0,0,2393,3540,1,Moderate Areas
MADHYA PRADESH,MANDSAUR,2011,37,52,0,49,0,49,26,18,8,4,1,38,163,314,143,171,20,39,46,0,11,203,4,100,6,58,10,152,2209,3542,1,Moderate Areas
CHANDIGARH,CHANDIGARH,2011,24,40,6,27,0,27,58,46,12,6,2,68,285,1502,915,587,66,25,255,0,9,45,2,21,12,46,0,7,1036,3542,1,Moderate Areas
RAJASTHAN,TONK,2009,16,29,0,20,0,20,47,42,5,1,0,9,122,333,141,192,54,11,255,0,7,1027,4,26,0,252,0,177,1153,3543,1,Moderate Areas
GUJARAT,PALANPUR,2004,38,21,0,21,0,21,37,36,1,12,0,26,199,328,84,244,78,27,46,4,16,1082,0,33,1,133,0,180,1262,3544,1,Moderate Areas
MADHYA PRADESH,SHAJAPUR,2006,28,41,3,58,0,58,19,10,9,6,4,61,244,585,139,446,51,20,20,1,33,1207,11,150,27,62,0,102,811,3544,1,Moderate Areas
ASSAM,NAGAON,2005,88,59,5,149,0,149,185,181,4,56,2,42,203,405,83,322,286,59,68,9,41,606,2,27,8,291,0,309,645,3545,1,Moderate Areas
RAJASTHAN,DAUSA,2001,28,21,0,9,0,9,40,26,14,3,3,14,148,380,102,278,717,17,102,0,18,138,8,31,0,60,0,140,1669,3546,1,Moderate Areas
MADHYA PRADESH,HOSHANGABAD,2005,41,65,10,64,0,64,16,9,7,1,10,37,229,375,99,276,60,4,17,3,10,449,10,124,16,58,0,0,1947,3546,1,Moderate Areas
ASSAM,NAGAON,2006,83,33,2,133,0,133,179,177,2,56,2,56,278,366,116,250,260,54,51,5,62,515,8,10,10,278,0,324,781,3546,1,Moderate Areas
UTTAR PRADESH,UNNAO,2001,147,141,15,53,0,53,97,79,18,9,1,74,85,361,28,333,147,34,60,0,23,463,63,100,12,168,0,162,1333,3548,1,Moderate Areas
TAMIL NADU,RAMNATHAPURAM,2012,54,81,1,9,0,9,40,35,5,4,0,45,81,178,43,135,99,3,55,1,24,487,3,15,3,18,0,273,2075,3549,1,Moderate Areas
BIHAR,SARAN,2008,119,137,14,34,0,34,98,58,40,29,2,60,101,455,55,400,266,55,95,0,39,1014,58,10,0,41,0,121,802,3550,1,Moderate Areas
RAJASTHAN,SIKAR,2003,33,20,1,15,0,15,41,22,19,0,0,4,179,276,58,218,159,12,188,0,29,327,17,44,0,111,0,177,1919,3552,1,Moderate Areas
BIHAR,BHAGALPUR,2006,119,94,7,43,0,43,83,44,39,14,0,50,157,426,90,336,273,43,90,5,12,352,19,19,1,22,0,68,1655,3552,1,Moderate Areas
KARNATAKA,KOLAR,2002,73,71,1,18,0,18,36,12,24,6,0,29,141,362,69,293,367,10,25,2,0,649,16,34,0,46,0,0,1667,3553,1,Moderate Areas
UTTAR PRADESH,BULANDSHAHAR,2012,140,144,44,46,0,46,188,164,24,6,1,61,78,526,255,271,97,48,213,3,5,14,48,63,2,304,0,329,1194,3554,1,Moderate Areas
CHANDIGARH,CHANDIGARH,2009,22,18,8,29,0,29,40,36,4,4,3,27,241,1731,1117,614,66,38,193,4,4,63,2,26,2,51,0,7,976,3555,1,Moderate Areas
WEST BENGAL,DARJEELING,2011,57,0,8,49,0,49,88,88,0,2,17,24,10,616,134,482,56,82,36,4,9,822,4,51,6,337,0,45,1232,3555,1,Moderate Areas
BIHAR,SARAN,2007,112,345,13,57,0,57,41,30,11,39,3,93,110,410,57,353,331,44,165,0,53,1268,47,4,0,39,0,109,273,3556,1,Moderate Areas
TAMIL NADU,NAMAKKAL,2003,31,24,0,7,0,7,22,22,0,1,0,8,56,257,117,140,67,2,18,0,14,1146,6,54,20,41,0,264,1520,3558,1,Moderate Areas
RAJASTHAN,JHALAWAR,2005,40,87,1,40,0,40,68,46,22,4,25,21,127,377,134,243,106,11,105,2,53,1000,6,160,6,199,0,103,1017,3558,1,Moderate Areas
MADHYA PRADESH,HOSHANGABAD,2008,52,41,0,64,0,64,19,14,5,2,1,32,180,427,163,264,21,6,10,0,14,498,16,130,19,44,0,0,1986,3562,1,Moderate Areas
MADHYA PRADESH,HOSHANGABAD,2009,46,47,0,59,0,59,23,23,0,4,5,41,214,347,176,171,29,3,18,0,12,485,10,114,21,101,0,0,1983,3562,1,Moderate Areas
MAHARASHTRA,AURANGABAD RURAL,2012,74,49,4,25,0,25,16,10,6,16,9,45,206,540,139,401,306,10,75,0,34,833,18,77,25,298,0,281,621,3562,1,Moderate Areas
RAJASTHAN,KARAULI,2007,37,51,2,28,0,28,69,43,26,0,6,26,27,424,200,224,13,17,136,1,36,19,18,35,0,110,0,92,2417,3564,1,Moderate Areas
BIHAR,BHOJPUR,2011,96,41,4,16,0,16,64,48,16,13,10,35,76,351,85,266,140,77,91,2,13,328,40,2,0,72,0,129,1964,3564,1,Moderate Areas
JHARKHAND,BOKARO,2012,61,11,1,46,0,46,63,63,0,12,1,24,131,642,191,451,162,169,179,0,0,0,21,4,0,212,0,0,1825,3564,1,Moderate Areas
MAHARASHTRA,WARDHA,2012,30,32,4,40,0,40,26,25,1,7,3,63,233,656,108,548,82,23,81,1,22,704,0,93,30,59,0,180,1195,3564,1,Moderate Areas
TAMIL NADU,TRICHY RURAL,2007,49,19,0,12,0,12,23,20,3,0,0,10,57,184,62,122,16,0,20,1,8,194,4,19,0,31,0,328,2591,3566,1,Moderate Areas
KERALA,KASARGOD,2009,20,31,8,47,0,47,8,3,5,2,2,30,137,144,64,80,636,33,172,1,52,815,0,77,6,190,0,1,1155,3567,1,Moderate Areas
UTTAR PRADESH,BULANDSHAHAR,2008,104,98,19,28,0,28,77,60,17,1,0,11,39,227,67,160,52,77,181,6,0,462,29,51,74,151,0,299,1582,3568,1,Moderate Areas
MADHYA PRADESH,SHAJAPUR,2005,31,45,1,73,0,73,15,10,5,3,3,58,221,542,91,451,73,35,11,0,26,1177,6,173,22,64,0,96,895,3570,1,Moderate Areas
GUJARAT,JAMNAGAR,2002,39,24,0,25,0,25,36,30,6,1,0,24,217,500,200,300,41,28,22,1,13,435,5,19,4,176,0,0,1961,3571,1,Moderate Areas
TAMIL NADU,PUDUKOTTAI,2011,35,70,1,7,0,7,43,41,2,2,0,36,76,169,75,94,55,28,37,1,22,330,0,24,2,18,0,304,2313,3573,1,Moderate Areas
JHARKHAND,JAMSHEDPUR,2010,113,36,15,38,0,38,89,58,31,14,1,36,171,947,494,453,160,50,102,0,18,749,15,9,3,55,0,175,778,3574,1,Moderate Areas
TAMIL NADU,DHARMAPURI,2011,55,28,7,14,0,14,70,61,9,6,0,34,68,157,87,70,95,3,31,6,21,891,0,44,0,53,0,252,1739,3574,1,Moderate Areas
DELHI UT,CENTRAL,2002,23,38,7,22,0,22,71,57,14,1,1,39,143,1356,453,903,8,46,143,4,1,108,2,41,17,6,0,20,1481,3578,1,Moderate Areas
MADHYA PRADESH,GUNA,2003,37,32,8,83,0,83,8,6,2,0,1,21,258,254,52,202,76,6,21,0,16,953,9,175,7,68,0,108,1437,3578,1,Moderate Areas
GUJARAT,AMRELI,2005,24,14,1,11,0,11,49,47,2,3,0,18,127,186,49,137,28,31,10,16,15,286,2,18,1,127,0,97,2514,3578,1,Moderate Areas
JHARKHAND,DHANBAD,2008,72,41,12,47,0,47,88,76,12,38,2,59,182,788,276,512,204,26,62,1,8,196,36,35,10,57,0,1,1614,3579,1,Moderate Areas
TAMIL NADU,THIRUVALLUR,2012,40,49,2,18,0,18,14,12,2,1,0,24,117,203,58,145,105,3,40,0,5,447,5,8,1,19,0,311,2167,3579,1,Moderate Areas
KARNATAKA,BIDAR,2006,38,53,6,8,0,8,20,13,7,6,0,20,148,232,53,179,209,11,39,1,18,1079,10,82,2,69,0,0,1532,3583,1,Moderate Areas
ANDHRA PRADESH,WARANGAL URBAN,2012,41,17,1,30,0,30,41,39,2,2,0,14,193,421,98,323,70,3,281,1,8,1071,9,71,74,267,0,226,742,3583,1,Moderate Areas
KERALA,KASARGOD,2008,19,23,2,28,0,28,15,6,9,4,3,21,160,178,76,102,502,13,164,2,28,889,1,92,6,202,0,0,1233,3585,1,Moderate Areas
KARNATAKA,BIDAR,2005,38,44,1,5,0,5,12,8,4,2,0,22,136,183,31,152,165,19,34,2,9,1056,10,44,3,53,0,0,1751,3589,1,Moderate Areas
MADHYA PRADESH,GUNA,2012,44,45,2,60,0,60,28,25,3,4,3,26,124,317,160,157,36,6,23,0,26,645,8,131,11,34,0,169,1850,3592,1,Moderate Areas
TAMIL NADU,TRICHY URBAN,2009,16,23,1,6,0,6,20,16,4,1,1,7,54,506,147,359,16,0,57,24,2,86,0,11,98,24,0,128,2512,3593,1,Moderate Areas
KARNATAKA,BIDAR,2009,22,41,2,12,0,12,14,4,10,3,1,22,133,157,57,100,110,12,36,0,14,912,3,38,0,81,0,9,1972,3594,1,Moderate Areas
JHARKHAND,JAMSHEDPUR,2009,106,216,18,46,0,46,64,40,24,25,1,72,138,1327,705,622,85,59,112,0,17,758,8,33,4,78,1,164,263,3595,1,Moderate Areas
RAJASTHAN,JHALAWAR,2011,33,64,1,67,0,67,70,55,15,0,7,21,59,366,180,186,47,10,179,0,31,779,14,201,3,385,0,112,1147,3596,1,Moderate Areas
RAJASTHAN,BARAN,2012,45,43,0,69,0,69,84,84,0,0,0,4,81,322,164,158,0,18,312,0,16,366,7,185,2,313,0,132,1597,3596,1,Moderate Areas
TAMIL NADU,TRICHY RURAL,2008,55,27,0,11,0,11,28,26,2,0,0,6,53,261,84,177,25,0,16,1,8,177,5,16,0,28,0,318,2563,3598,1,Moderate Areas
TAMIL NADU,SIVAGANGAI,2012,47,58,0,11,0,11,43,39,4,4,1,34,95,194,50,144,75,9,83,1,13,319,3,37,0,57,0,285,2229,3598,1,Moderate Areas
KARNATAKA,BIDAR,2010,41,39,1,8,0,8,26,19,7,5,0,17,114,149,54,95,165,16,48,2,15,882,6,26,1,88,0,8,1942,3599,1,Moderate Areas
MADHYA PRADESH,SIDHI,2002,48,25,3,46,0,46,17,16,1,3,2,21,296,345,29,316,28,3,15,0,12,432,36,131,3,42,0,91,2007,3606,1,Moderate Areas
CHANDIGARH,CHANDIGARH,2012,21,44,5,27,0,27,87,66,21,3,9,63,235,1549,894,655,49,34,234,2,9,42,5,45,25,73,0,3,1042,3606,1,Moderate Areas
JAMMU & KASHMIR,JAMMU,2001,27,82,6,13,0,13,43,43,0,0,0,4,238,479,210,269,103,10,62,5,13,58,5,40,94,26,0,112,2187,3607,1,Moderate Areas
RAJASTHAN,JHUNJHUNU,2003,41,10,0,27,0,27,47,33,14,0,0,6,122,269,58,211,87,20,125,1,20,191,7,50,0,102,0,99,2383,3607,1,Moderate Areas
TAMIL NADU,NAMAKKAL,2004,31,20,0,7,0,7,18,18,0,4,0,3,42,196,61,135,87,1,29,0,12,1334,8,35,17,39,0,275,1450,3608,1,Moderate Areas
RAJASTHAN,JODHPUR CITY,2010,27,54,3,27,0,27,53,43,10,0,0,9,119,727,566,161,1,16,519,2,3,472,13,31,3,247,0,133,1149,3608,1,Moderate Areas
PUDUCHERRY,PUDUCHERRY,2011,32,20,10,7,0,7,11,9,2,5,10,9,56,665,487,178,95,8,49,4,6,631,1,25,12,9,0,213,1731,3609,1,Moderate Areas
RAJASTHAN,JHUNJHUNU,2006,34,18,0,44,0,44,20,13,7,0,0,6,125,264,53,211,29,11,249,0,24,573,17,38,0,157,0,118,1883,3610,1,Moderate Areas
DELHI UT,SOUTH-WEST,2009,65,27,15,52,0,52,241,170,71,4,1,44,133,1341,851,490,5,14,81,1,0,118,17,53,3,79,0,21,1295,3610,1,Moderate Areas
GUJARAT,KUTCH,2002,35,22,4,3,0,3,40,35,5,10,0,26,217,263,86,177,71,16,54,1,20,441,2,29,1,174,0,237,1945,3611,1,Moderate Areas
TAMIL NADU,THIRUVALLUR,2002,41,43,0,10,0,10,34,33,1,5,0,12,98,208,15,193,159,5,25,2,17,384,7,96,24,28,0,192,2222,3612,1,Moderate Areas
RAJASTHAN,DHOLPUR,2008,51,77,3,21,0,21,64,46,18,3,3,20,51,425,149,276,12,9,123,3,9,1457,19,9,0,127,0,125,1005,3616,1,Moderate Areas
UTTAR PRADESH,MORADABAD,2011,103,89,19,55,0,55,183,174,9,20,6,119,111,867,505,362,87,69,151,9,5,84,30,48,0,210,0,216,1137,3618,1,Moderate Areas
ANDHRA PRADESH,NIZAMABAD,2001,106,49,14,21,0,21,38,21,17,7,0,22,158,234,48,186,51,61,122,1,30,1383,19,55,15,228,0,220,787,3621,1,Moderate Areas
UTTAR PRADESH,GAUTAMBUDH NAGAR,2008,65,63,16,22,0,22,70,49,21,0,0,42,84,1703,1081,622,70,97,256,8,0,15,25,19,53,68,0,190,756,3622,1,Moderate Areas
MAHARASHTRA,NAGPUR RURAL,2012,55,30,7,29,0,29,15,15,0,8,9,42,210,862,160,702,66,32,54,3,46,561,7,82,20,76,0,404,1004,3622,1,Moderate Areas
WEST BENGAL,NADIA,2001,124,0,34,71,0,71,91,90,1,28,14,23,10,678,2,676,227,0,0,0,5,499,10,77,7,252,0,135,1338,3623,1,Moderate Areas
HARYANA,GURGAON,2002,66,50,15,27,0,27,50,36,14,9,9,46,301,772,440,332,71,41,42,3,23,280,11,35,57,128,0,9,1578,3623,1,Moderate Areas
BIHAR,SITAMARHI,2011,71,33,4,8,0,8,58,49,9,18,2,39,116,458,237,221,229,6,20,0,20,44,29,14,0,33,0,94,2328,3624,1,Moderate Areas
BIHAR,MADHUBANI,2007,76,176,11,47,0,47,71,46,25,17,2,16,71,228,16,212,318,31,40,0,24,913,27,36,0,29,0,65,1427,3625,1,Moderate Areas
JAMMU & KASHMIR,JAMMU,2004,28,61,8,19,0,19,54,54,0,0,0,6,267,383,196,187,89,22,71,4,13,37,5,24,65,38,0,103,2329,3626,1,Moderate Areas
GUJARAT,KHEDA NORTH,2003,46,13,2,11,0,11,49,46,3,11,0,18,149,366,80,286,42,85,72,18,16,431,0,27,0,125,0,203,1943,3627,1,Moderate Areas
ASSAM,SONITPUR,2011,84,14,2,96,0,96,262,231,31,11,0,19,181,386,14,372,58,31,87,0,19,267,12,34,0,346,0,343,1379,3631,1,Moderate Areas
WEST BENGAL,HOOGHLY,2007,90,97,32,57,0,57,46,45,1,12,73,24,39,631,122,509,281,38,21,1,11,305,16,48,0,549,0,204,1057,3632,1,Moderate Areas
WEST BENGAL,HOWRAH,2006,53,5,14,60,0,60,66,59,7,6,66,8,13,639,198,441,160,15,127,3,2,481,26,75,6,368,0,288,1152,3633,1,Moderate Areas
MADHYA PRADESH,VIDISHA,2001,47,56,0,112,0,112,10,6,4,0,4,20,174,268,41,227,77,5,26,0,35,880,13,245,22,56,0,49,1536,3635,1,Moderate Areas
ANDHRA PRADESH,PRAKASHAM,2002,67,79,2,21,0,21,32,25,7,12,0,13,132,259,45,214,124,27,86,4,48,1153,5,156,18,142,0,248,1008,3636,1,Moderate Areas
TAMIL NADU,NAGAPATTINAM,2003,41,57,0,5,0,5,24,19,5,2,0,5,82,259,48,211,40,1,16,0,27,1300,8,50,4,25,0,112,1578,3636,1,Moderate Areas
KARNATAKA,BELLARY,2007,62,51,0,14,0,14,17,15,2,2,3,25,139,226,81,145,222,6,70,4,11,530,7,71,0,62,0,15,2099,3636,1,Moderate Areas
MADHYA PRADESH,RATLAM,2009,45,31,0,67,0,67,19,18,1,2,2,45,131,306,118,188,49,62,36,0,17,233,6,111,21,73,0,115,2266,3637,1,Moderate Areas
GUJARAT,KUTCH,2004,28,20,0,13,0,13,37,34,3,11,0,31,294,360,138,222,48,37,64,1,11,407,1,26,0,217,0,234,1798,3638,1,Moderate Areas
TAMIL NADU,TRICHY RURAL,2004,58,29,0,16,0,16,30,16,14,3,0,5,62,157,53,104,71,4,35,0,9,967,5,9,5,0,0,287,1887,3639,1,Moderate Areas
KARNATAKA,BIDAR,2007,42,46,11,11,0,11,26,20,6,7,0,25,160,197,55,142,172,7,22,2,19,946,4,103,1,81,0,0,1757,3639,1,Moderate Areas
UTTAR PRADESH,ALLAHABAD,2006,132,93,39,22,0,22,75,64,11,3,0,40,187,523,268,255,83,64,155,15,11,279,46,40,46,156,0,310,1321,3640,1,Moderate Areas
GUJARAT,KHEDA NORTH,2004,53,9,3,8,0,8,24,22,2,9,0,23,124,394,123,271,45,50,58,5,10,374,0,27,0,139,0,196,2092,3643,1,Moderate Areas
CHANDIGARH,CHANDIGARH,2007,19,26,8,22,0,22,52,46,6,2,0,37,191,1740,853,887,79,38,170,2,9,78,1,32,11,112,0,15,999,3643,1,Moderate Areas
MAHARASHTRA,BEED,2001,68,43,1,22,0,22,25,15,10,16,1,62,264,499,70,429,272,14,41,0,38,1012,2,78,15,177,0,174,820,3644,1,Moderate Areas
GUJARAT,SURAT RURAL,2012,55,16,0,13,0,13,33,30,3,14,2,18,143,495,210,285,50,22,39,4,7,135,1,14,2,94,0,408,2079,3644,1,Moderate Areas
JHARKHAND,DHANBAD,2005,97,65,12,32,0,32,68,58,10,71,3,52,179,722,154,568,296,24,79,1,8,481,48,16,7,31,0,7,1346,3645,1,Moderate Areas
RAJASTHAN,DAUSA,2002,21,25,2,16,0,16,47,27,20,0,0,6,83,383,115,268,145,24,107,0,28,156,5,10,0,82,0,129,2377,3646,1,Moderate Areas
MADHYA PRADESH,BHIND,2003,61,101,3,25,0,25,28,18,10,3,8,40,191,250,29,221,100,12,32,0,28,639,24,94,0,53,0,112,1843,3647,1,Moderate Areas
RAJASTHAN,BUNDI,2003,28,100,3,42,0,42,69,49,20,1,1,21,179,364,87,277,71,17,77,2,17,873,4,152,0,198,0,80,1349,3648,1,Moderate Areas
RAJASTHAN,DAUSA,2006,25,17,0,16,0,16,35,19,16,0,0,10,87,542,246,296,74,7,204,2,5,1,14,34,0,105,0,192,2278,3648,1,Moderate Areas
WEST BENGAL,PURAB MIDNAPUR,2009,81,6,28,41,0,41,90,74,16,10,8,18,9,446,141,305,491,1,50,0,21,0,40,33,0,475,0,167,1634,3649,1,Moderate Areas
MADHYA PRADESH,DAMOH,2011,45,56,0,52,0,52,21,14,7,0,1,22,155,142,78,64,21,4,20,0,20,1567,27,193,0,139,0,75,1089,3649,1,Moderate Areas
MADHYA PRADESH,CHHATARPUR,2005,62,72,6,46,0,46,12,10,2,3,4,31,212,152,0,152,58,6,9,1,22,597,18,162,8,40,0,104,2026,3651,1,Moderate Areas
MAHARASHTRA,SOLAPUR RURAL,2006,77,38,1,54,0,54,32,24,8,31,11,47,210,522,116,406,243,17,34,4,31,596,10,81,29,103,0,395,1086,3652,1,Moderate Areas
UTTAR PRADESH,MORADABAD,2012,90,84,14,36,0,36,162,140,22,14,2,95,109,842,499,343,97,42,153,1,0,88,28,72,3,255,0,218,1247,3652,1,Moderate Areas
BIHAR,KATIHAR,2011,83,82,3,103,0,103,126,102,24,17,1,29,53,292,46,246,238,60,95,5,7,1157,29,10,0,25,1,111,1126,3653,1,Moderate Areas
MAHARASHTRA,AMRAVATI RURAL,2001,72,23,0,42,0,42,29,25,4,1,0,36,359,1031,26,1005,112,12,31,1,23,884,4,99,38,92,0,126,640,3655,1,Moderate Areas
MAHARASHTRA,AMRAVATI RURAL,2005,78,23,2,60,0,60,18,16,2,11,4,21,241,927,47,880,93,19,39,0,35,760,10,122,34,132,0,140,886,3655,1,Moderate Areas
KARNATAKA,BIDAR,2012,38,39,0,11,0,11,30,24,6,1,2,32,102,173,68,105,168,9,72,1,17,759,10,40,2,99,0,9,2044,3658,1,Moderate Areas
UTTAR PRADESH,MORADABAD,2006,151,138,32,44,0,44,94,83,11,5,4,37,103,557,204,353,75,69,98,4,0,81,23,69,142,243,0,152,1538,3659,1,Moderate Areas
MAHARASHTRA,AURANGABAD COMMR.,2012,46,55,5,23,0,23,25,18,7,25,8,178,292,822,419,403,168,19,245,2,24,460,4,79,28,120,0,185,846,3659,1,Moderate Areas
MAHARASHTRA,AMRAVATI RURAL,2004,60,28,7,56,0,56,20,19,1,7,8,21,305,888,40,848,95,10,26,0,62,832,9,127,24,104,0,124,847,3660,1,Moderate Areas
MADHYA PRADESH,RATLAM,2004,42,35,2,71,0,71,19,16,3,1,5,11,148,392,99,293,40,18,37,3,20,307,5,109,30,60,0,77,2229,3661,1,Moderate Areas
MADHYA PRADESH,SIDHI,2005,50,9,7,47,0,47,22,21,1,4,1,12,327,251,47,204,29,8,20,0,13,694,23,132,4,42,0,119,1847,3661,1,Moderate Areas
RAJASTHAN,KOTA CITY,2007,22,154,2,25,0,25,84,66,18,1,2,62,137,897,589,308,10,25,384,0,10,145,10,41,1,261,0,118,1270,3661,1,Moderate Areas
RAJASTHAN,JHUNJHUNU,2010,49,38,2,49,0,49,63,50,13,0,0,10,102,320,111,209,19,13,437,1,9,891,15,45,0,251,0,193,1154,3661,1,Moderate Areas
MADHYA PRADESH,SHAJAPUR,2001,42,46,1,90,0,90,13,8,5,1,3,47,273,588,95,493,92,11,28,0,35,744,8,153,36,65,0,59,1328,3663,1,Moderate Areas
WEST BENGAL,HOOGHLY,2004,82,12,23,56,0,56,38,38,0,12,137,39,83,645,80,565,399,5,46,5,8,259,23,37,3,501,0,203,1047,3663,1,Moderate Areas
UTTAR PRADESH,MORADABAD,2004,194,153,26,57,0,57,98,83,15,18,4,89,140,527,194,333,89,55,148,10,5,62,27,66,126,265,0,115,1390,3664,1,Moderate Areas
MADHYA PRADESH,BHIND,2002,72,106,2,33,0,33,29,16,13,1,8,36,218,308,26,282,107,6,36,4,30,650,36,91,6,65,0,98,1723,3665,1,Moderate Areas
MAHARASHTRA,BULDHANA,2002,50,35,2,30,0,30,18,14,4,22,0,42,259,728,44,684,169,21,43,4,87,749,17,107,21,162,0,175,924,3665,1,Moderate Areas
RAJASTHAN,BUNDI,2009,24,86,7,37,0,37,115,93,22,3,0,16,115,249,113,136,29,6,208,0,15,916,5,138,0,270,0,155,1271,3665,1,Moderate Areas
BIHAR,ROHTAS,2012,132,214,4,26,0,26,130,94,36,23,0,34,183,583,195,388,222,13,78,0,12,593,44,15,0,92,0,184,1083,3665,1,Moderate Areas
BIHAR,VAISHALI,2008,106,29,16,36,0,36,218,114,104,13,3,35,129,489,92,397,281,60,20,4,20,111,64,34,0,30,0,147,1824,3669,1,Moderate Areas
PUNJAB,JALANDHAR,2006,80,122,19,52,0,52,125,95,30,5,11,24,316,632,243,389,1,8,436,13,19,589,6,30,2,93,0,227,861,3671,1,Moderate Areas
MADHYA PRADESH,CHHINDWARA,2001,78,51,2,93,0,93,18,16,2,0,1,18,165,239,66,173,26,16,67,0,26,1085,10,203,32,109,0,98,1335,3672,1,Moderate Areas
KARNATAKA,CHITRADURGA,2004,32,32,4,16,0,16,7,5,2,5,1,10,119,252,51,201,315,9,23,0,6,911,6,63,0,39,0,0,1822,3672,1,Moderate Areas
TAMIL NADU,NAGAPATTINAM,2005,43,31,1,12,0,12,20,12,8,0,0,8,62,220,59,161,41,3,38,1,18,1437,2,45,6,19,0,145,1521,3673,1,Moderate Areas
GUJARAT,PANCHMAHAL,2007,55,15,0,16,0,16,44,42,2,22,0,20,98,216,77,139,29,37,25,5,15,258,0,33,0,124,0,0,2661,3673,1,Moderate Areas
GUJARAT,AHMEDABAD RURAL,2012,34,33,8,5,0,5,67,67,0,15,0,30,125,324,123,201,73,64,15,8,3,518,0,33,0,163,0,329,1826,3673,1,Moderate Areas
MADHYA PRADESH,BHIND,2009,76,79,5,23,0,23,32,24,8,3,13,80,142,219,83,136,63,5,26,1,13,1102,38,57,13,67,0,136,1481,3674,1,Moderate Areas
MADHYA PRADESH,SHAJAPUR,2009,34,40,1,79,0,79,18,13,5,1,2,33,139,469,194,275,31,15,10,0,33,1211,8,138,22,71,0,152,1168,3675,1,Moderate Areas
MADHYA PRADESH,RAISEN,2006,51,46,0,74,0,74,14,11,3,1,0,23,129,252,60,192,23,1,14,0,7,392,18,172,17,52,0,117,2273,3676,1,Moderate Areas
ASSAM,CACHAR,2007,61,20,0,58,0,58,117,105,12,28,2,13,173,505,37,468,250,43,44,6,40,326,4,30,0,364,0,374,1219,3677,1,Moderate Areas
GUJARAT,PANCHMAHAL,2012,54,16,1,5,0,5,74,73,1,25,0,20,114,231,142,89,52,21,17,8,20,375,0,36,0,294,0,0,2314,3677,1,Moderate Areas
ANDHRA PRADESH,PRAKASHAM,2001,102,82,3,19,0,19,31,12,19,15,0,14,147,278,33,245,138,16,88,1,43,1266,5,140,100,119,0,263,808,3678,1,Moderate Areas
MADHYA PRADESH,CHHATARPUR,2002,70,66,1,76,0,76,25,14,11,4,0,34,261,171,0,171,76,5,31,1,19,502,20,188,16,58,0,74,1982,3680,1,Moderate Areas
DELHI UT,NORTH,2002,40,22,12,27,0,27,84,47,37,7,12,43,131,1183,412,771,14,66,136,7,8,160,5,31,23,4,0,0,1666,3681,1,Moderate Areas
MAHARASHTRA,LATUR,2008,74,28,0,22,0,22,29,29,0,16,1,46,235,503,158,345,261,15,75,4,47,839,77,74,0,187,0,222,926,3681,1,Moderate Areas
HARYANA,GURGAON,2003,62,33,6,32,0,32,44,37,7,6,18,40,359,817,575,242,64,37,38,1,9,227,13,17,26,101,0,4,1729,3683,1,Moderate Areas
RAJASTHAN,BIKANER,2010,39,65,7,41,0,41,43,34,9,0,0,5,124,344,155,189,0,8,426,3,13,389,18,58,0,354,0,237,1509,3683,1,Moderate Areas
MAHARASHTRA,NAVI MUMBAI,2004,61,32,0,17,0,17,19,14,5,30,24,99,323,1086,518,568,97,41,174,1,4,444,2,33,5,51,0,369,776,3688,1,Moderate Areas
GUJARAT,AHMEDABAD RURAL,2011,36,16,3,10,0,10,74,71,3,16,0,37,130,319,136,183,90,88,24,8,7,338,1,22,0,131,0,467,1871,3688,1,Moderate Areas
